,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
12797,12798,2012-06-22,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185
1776,1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138,140,278
9971,9972,2012-02-25,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258
5506,5507,2011-08-22,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351
15212,15213,2012-10-01,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18
11683,11684,2012-05-07,2,1,5,0,0,1,1,2,0.52,0.5,0.77,0.1343,13,21,34
15628,15629,2012-10-18,4,1,10,9,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387
14968,14969,2012-09-20,3,1,9,21,0,4,1,1,0.56,0.5303,0.64,0.19399999999999998,28,246,274
6104,6105,2011-09-16,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,32,135,167
8862,8863,2012-01-10,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2,4
14117,14118,2012-08-16,3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,78,121,199
4554,4555,2011-07-13,3,0,7,16,0,3,1,2,0.66,0.5909,0.89,0.0,23,118,141
9949,9950,2012-02-24,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31
4207,4208,2011-06-29,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.19399999999999998,3,19,22
1881,1882,2011-03-24,2,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.19399999999999998,0,1,1
13028,13029,2012-07-02,3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.19399999999999998,3,14,17
12890,12891,2012-06-26,3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,21,531,552
10184,10185,2012-03-05,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0.0,12,74,86
15012,15013,2012-09-22,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451,646
113,114,2011-01-05,1,0,1,22,0,3,1,1,0.18,0.19699999999999998,0.55,0.1343,1,41,42
1346,1347,2011-03-01,1,0,3,9,0,2,1,1,0.22,0.19699999999999998,0.55,0.4179,8,116,124
11777,11778,2012-05-10,2,1,5,22,0,4,1,1,0.5,0.4848,0.42,0.1045,36,196,232
12372,12373,2012-06-04,2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,101,733,834
3777,3778,2011-06-11,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.19399999999999998,18,50,68
16842,16843,2012-12-09,4,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,65,220,285
4522,4523,2011-07-12,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382,417
5391,5392,2011-08-17,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.19399999999999998,38,138,176
4058,4059,2011-06-23,3,0,6,0,0,4,1,1,0.72,0.6970000000000001,0.79,0.2239,5,44,49
12937,12938,2012-06-28,3,1,6,6,0,4,1,1,0.62,0.6212,0.57,0.0896,8,185,193
15442,15443,2012-10-10,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,58,261,319
16415,16416,2012-11-21,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374
3439,3440,2011-05-28,2,0,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7
3044,3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274
8987,8988,2012-01-15,1,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,2,34,36
5430,5431,2011-08-19,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,7,8
1507,1508,2011-03-08,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2
11033,11034,2012-04-09,2,1,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179,14,151,165
884,885,2011-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0.0,1,198,199
13323,13324,2012-07-14,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,33,118,151
773,774,2011-02-04,1,0,2,16,0,5,1,2,0.3,0.2879,0.42,0.2239,8,91,99
10461,10462,2012-03-17,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100
3054,3055,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6
66,67,2011-01-03,1,0,1,21,0,1,1,1,0.18,0.19699999999999998,0.64,0.1343,3,49,52
14301,14302,2012-08-24,3,1,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,1,15,16
8680,8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202
6359,6360,2011-09-27,4,0,9,13,0,2,1,2,0.7,0.6667,0.74,0.2239,29,122,151
15085,15086,2012-09-25,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,64,758,822
5886,5887,2011-09-07,3,0,9,18,0,3,1,3,0.64,0.5758,0.89,0.0,18,219,237
15481,15482,2012-10-12,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143
2201,2202,2011-04-06,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,35,80,115
9929,9930,2012-02-23,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522
16912,16913,2012-12-12,4,1,12,11,0,3,1,2,0.32,0.303,0.49,0.2239,24,148,172
587,588,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.19399999999999998,1,23,24
2139,2140,2011-04-04,2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,1,5,6
6389,6390,2011-09-28,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,57,315,372
10792,10793,2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395
7612,7613,2011-11-18,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,7,183,190
14596,14597,2012-09-05,3,1,9,9,0,3,1,1,0.74,0.6970000000000001,0.7,0.2537,27,263,290
9068,9069,2012-01-18,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,8,347,355
2802,2803,2011-05-01,2,0,5,16,0,0,0,2,0.5,0.4848,0.72,0.19399999999999998,75,139,214
16670,16671,2012-12-02,4,1,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172
9278,9279,2012-01-27,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180
5164,5165,2011-08-08,3,0,8,2,0,1,1,1,0.66,0.5909,0.89,0.0,4,3,7
10213,10214,2012-03-06,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166
13079,13080,2012-07-04,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16
591,592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59
3313,3314,2011-05-22,2,0,5,23,0,0,0,2,0.58,0.5455,0.83,0.1343,19,46,65
13433,13434,2012-07-18,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,42,246,288
432,433,2011-01-20,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5
14504,14505,2012-09-01,3,1,9,13,0,6,0,2,0.82,0.7727,0.52,0.0896,237,267,504
2650,2651,2011-04-25,2,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045,27,326,353
11838,11839,2012-05-13,2,1,5,11,0,0,0,1,0.62,0.6212,0.57,0.2537,150,278,428
5346,5347,2011-08-15,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283
4209,4210,2011-06-29,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336
11655,11656,2012-05-05,2,1,5,20,0,6,0,1,0.6,0.5758,0.78,0.2537,100,209,309
797,798,2011-02-05,1,0,2,16,0,6,0,3,0.22,0.2273,1.0,0.1343,8,63,71
8288,8289,2011-12-17,4,0,12,0,0,6,0,1,0.3,0.2879,0.49,0.2836,3,59,62
13924,13925,2012-08-08,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0.0,33,308,341
5048,5049,2011-08-03,3,0,8,6,0,3,1,3,0.72,0.6818,0.66,0.4925,9,101,110
14126,14127,2012-08-16,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677
2935,2936,2011-05-07,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,4,3,7
13933,13934,2012-08-08,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862
7676,7677,2011-11-21,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,112,128
13566,13567,2012-07-24,3,1,7,11,0,2,1,2,0.84,0.8029999999999999,0.53,0.3284,45,156,201
15127,15128,2012-09-27,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335
440,441,2011-01-20,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
10066,10067,2012-02-29,1,1,2,12,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70
472,473,2011-01-21,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
16378,16379,2012-11-20,4,1,11,4,0,2,1,2,0.34,0.3333,0.66,0.19399999999999998,0,6,6
14513,14514,2012-09-01,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0.0,21,57,78
8979,8980,2012-01-15,1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,9,50,59
14343,14344,2012-08-25,3,1,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,65,176,241
6883,6884,2011-10-19,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123
12637,12638,2012-06-15,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693
851,852,2011-02-07,1,0,2,22,0,1,1,1,0.28,0.303,0.81,0.0896,3,34,37
5785,5786,2011-09-03,3,0,9,12,0,6,0,1,0.7,0.6515,0.61,0.2239,97,160,257
7817,7818,2011-11-27,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42
1952,1953,2011-03-27,2,0,3,3,0,0,0,3,0.2,0.19699999999999998,0.69,0.2239,0,14,14
3262,3263,2011-05-20,2,0,5,20,0,5,1,1,0.58,0.5455,0.64,0.1045,40,180,220
12406,12407,2012-06-06,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,0,8,8
13715,13716,2012-07-30,3,1,7,16,0,1,1,1,0.8,0.7424,0.49,0.2836,88,337,425
5600,5601,2011-08-26,3,0,8,6,0,5,1,1,0.62,0.5606,0.88,0.0,5,100,105
7585,7586,2011-11-17,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,187,195
3477,3478,2011-05-29,2,0,5,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,141,146,287
1351,1352,2011-03-01,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79
13572,13573,2012-07-24,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869
8074,8075,2011-12-08,4,0,12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0,4,4
14162,14163,2012-08-18,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64
16475,16476,2012-11-24,4,1,11,5,0,6,0,1,0.26,0.2273,0.41,0.3284,1,2,3
12944,12945,2012-06-28,3,1,6,13,0,4,1,1,0.86,0.7424,0.26,0.2239,31,205,236
11956,11957,2012-05-18,2,1,5,9,0,5,1,1,0.56,0.5303,0.56,0.1045,57,304,361
5829,5830,2011-09-05,3,0,9,8,1,1,0,2,0.66,0.6061,0.78,0.19399999999999998,45,56,101
4177,4178,2011-06-27,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,16,65,81
14617,14618,2012-09-06,3,1,9,6,0,4,1,2,0.7,0.6667,0.84,0.0896,11,189,200
1654,1655,2011-03-14,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0.0,40,54,94
3468,3469,2011-05-29,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121,251
11064,11065,2012-04-11,2,1,4,5,0,3,1,1,0.28,0.2727,0.56,0.19399999999999998,1,26,27
3117,3118,2011-05-14,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,69,179,248
14400,14401,2012-08-28,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42
6787,6788,2011-10-15,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207
16807,16808,2012-12-08,4,1,12,2,0,6,0,2,0.36,0.3485,0.93,0.1343,3,67,70
7132,7133,2011-10-29,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36,39
17118,17119,2012-12-21,1,1,12,1,0,5,1,3,0.44,0.4394,0.88,0.3881,2,7,9
4601,4602,2011-07-15,3,0,7,15,0,5,1,1,0.72,0.6515,0.45,0.1642,74,163,237
4393,4394,2011-07-06,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98
5261,5262,2011-08-12,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9
5174,5175,2011-08-08,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182
7303,7304,2011-11-05,4,0,11,22,0,6,0,1,0.3,0.3333,0.65,0.0,10,72,82
17103,17104,2012-12-20,4,1,12,10,0,4,1,2,0.32,0.3333,0.66,0.0,23,138,161
5200,5201,2011-08-09,3,0,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,95,148
8484,8485,2011-12-25,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1
7770,7771,2011-11-25,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95
6366,6367,2011-09-27,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,17,221,238
6960,6961,2011-10-22,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382
5325,5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2239,75,184,259
8697,8698,2012-01-03,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.19399999999999998,0,12,12
1329,1330,2011-02-28,1,0,2,16,0,1,1,3,0.42,0.4242,1.0,0.1343,2,40,42
16794,16795,2012-12-07,4,1,12,13,0,5,1,2,0.36,0.3485,0.66,0.1343,23,197,220
11133,11134,2012-04-14,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56
914,915,2011-02-10,1,0,2,15,0,4,1,1,0.2,0.19699999999999998,0.25,0.2537,0,50,50
11516,11517,2012-04-30,2,1,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,9,15,24
7651,7652,2011-11-20,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,183,229
11844,11845,2012-05-13,2,1,5,17,0,0,0,1,0.7,0.6364,0.45,0.4179,191,287,478
6170,6171,2011-09-19,3,0,9,16,0,1,1,2,0.6,0.6061,0.6,0.1642,55,208,263
12920,12921,2012-06-27,3,1,6,13,0,3,1,1,0.8,0.6970000000000001,0.27,0.3284,77,244,321
531,532,2011-01-24,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84
16469,16470,2012-11-23,4,1,11,23,0,5,1,1,0.42,0.4242,0.38,0.4478,20,47,67
33,34,2011-01-02,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
16564,16565,2012-11-27,4,1,11,22,0,2,1,1,0.24,0.2424,0.81,0.1642,2,95,97
3881,3882,2011-06-15,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,33,131,164
15718,15719,2012-10-22,4,1,10,3,0,1,1,1,0.4,0.4091,0.62,0.0,1,5,6
12744,12745,2012-06-20,2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,2,37,39
11310,11311,2012-04-21,2,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284,260,348,608
10844,10845,2012-04-01,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0.0,10,53,63
9768,9769,2012-02-16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73
16769,16770,2012-12-06,4,1,12,12,0,4,1,1,0.28,0.3182,0.41,0.0,29,206,235
11494,11495,2012-04-29,2,1,4,3,0,0,0,2,0.36,0.3485,0.87,0.19399999999999998,2,14,16
10192,10193,2012-03-05,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375
14437,14438,2012-08-29,3,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,119,693,812
16154,16155,2012-11-10,4,1,11,20,0,6,0,1,0.44,0.4394,0.54,0.0,39,153,192
5542,5543,2011-08-23,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,54,206,260
14399,14400,2012-08-28,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8
7071,7072,2011-10-27,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,4,42,46
17312,17313,2012-12-29,1,1,12,5,0,6,0,2,0.24,0.2424,0.75,0.0896,0,3,3
9852,9853,2012-02-20,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281
12046,12047,2012-05-22,2,1,5,3,0,2,1,2,0.58,0.5455,0.83,0.1045,0,5,5
13423,13424,2012-07-18,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,36,166,202
11602,11603,2012-05-03,2,1,5,15,0,4,1,1,0.66,0.6212,0.61,0.19399999999999998,63,220,283
753,754,2011-02-03,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0.0,4,92,96
9786,9787,2012-02-17,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465
3408,3409,2011-05-26,2,0,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,23,157,180
10385,10386,2012-03-13,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351
3541,3542,2011-06-01,2,0,6,11,0,3,1,2,0.82,0.8029999999999999,0.59,0.2239,26,86,112
732,733,2011-02-02,1,0,2,21,0,3,1,1,0.22,0.19699999999999998,0.47,0.3284,1,62,63
8676,8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53
8696,8697,2012-01-03,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5
6980,6981,2011-10-23,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333
10181,10182,2012-03-05,1,1,3,7,0,1,1,1,0.18,0.19699999999999998,0.59,0.1343,7,253,260
1929,1930,2011-03-26,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6
3035,3036,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203
5281,5282,2011-08-12,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151
10688,10689,2012-03-26,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,178
2493,2494,2011-04-18,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,42,244,286
9980,9981,2012-02-25,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85
750,751,2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78
4270,4271,2011-07-01,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269
115,116,2011-01-06,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11
14612,14613,2012-09-06,3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0.0,2,16,18
339,340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.19399999999999998,21,108,129
11000,11001,2012-04-08,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,198,259,457
4857,4858,2011-07-26,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,30,288,318
3055,3056,2011-05-12,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29
7435,7436,2011-11-11,4,0,11,10,1,5,0,1,0.32,0.2727,0.42,0.5522,38,162,200
4258,4259,2011-07-01,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492
15061,15062,2012-09-24,4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,95,758,853
2166,2167,2011-04-05,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4
10952,10953,2012-04-06,2,1,4,12,0,5,1,1,0.42,0.4242,0.35,0.2985,113,224,337
2825,2826,2011-05-02,2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.19399999999999998,45,110,155
1539,1540,2011-03-09,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98
11172,11173,2012-04-15,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623
15047,15048,2012-09-24,4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045,0,8,8
2795,2796,2011-05-01,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,45,96,141
12995,12996,2012-06-30,3,1,6,16,0,6,0,1,0.9,0.7879,0.29,0.1642,109,264,373
5236,5237,2011-08-11,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11
8086,8087,2011-12-08,4,0,12,14,0,4,1,1,0.32,0.303,0.45,0.2537,16,121,137
4235,4236,2011-06-30,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260
10931,10932,2012-04-05,2,1,4,15,0,4,1,1,0.5,0.4848,0.31,0.1045,98,171,269
6257,6258,2011-09-23,4,0,9,7,0,5,1,3,0.62,0.5455,0.94,0.1343,14,240,254
16060,16061,2012-11-06,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151
11760,11761,2012-05-10,2,1,5,5,0,4,1,1,0.46,0.4545,0.72,0.2985,1,23,24
10601,10602,2012-03-22,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,64,360,424
4112,4113,2011-06-25,3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,12,17,29
193,194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10
11598,11599,2012-05-03,2,1,5,11,0,4,1,1,0.54,0.5152,0.77,0.0,34,167,201
4681,4682,2011-07-18,3,0,7,23,0,1,1,1,0.74,0.6970000000000001,0.66,0.1642,32,59,91
4525,4526,2011-07-12,3,0,7,11,0,2,1,1,0.82,0.7727,0.52,0.1642,39,86,125
11583,11584,2012-05-02,2,1,5,20,0,3,1,1,0.52,0.5,0.77,0.2537,42,296,338
1,2,2011-01-01,1,0,1,1,0,6,0,1,0.22,0.2727,0.8,0.0,8,32,40
4008,4009,2011-06-20,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,24,106,130
16699,16700,2012-12-03,4,1,12,14,0,1,1,1,0.6,0.6212,0.53,0.0,51,209,260
12462,12463,2012-06-08,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264
6603,6604,2011-10-07,4,0,10,17,0,5,1,1,0.6,0.6212,0.56,0.2537,101,462,563
14346,14347,2012-08-25,3,1,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,34,124,158
7398,7399,2011-11-09,4,0,11,21,0,3,1,1,0.4,0.4091,0.87,0.0,9,152,161
9107,9108,2012-01-20,1,1,1,9,0,5,1,1,0.22,0.19699999999999998,0.47,0.3881,21,242,263
8336,8337,2011-12-19,4,0,12,0,0,1,1,1,0.2,0.2273,0.75,0.0896,3,14,17
15597,15598,2012-10-17,4,1,10,2,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16
14709,14710,2012-09-10,3,1,9,2,0,1,1,1,0.54,0.5152,0.6,0.3582,11,6,17
7083,7084,2011-10-27,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240
16031,16032,2012-11-05,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360
11289,11290,2012-04-20,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,156,238,394
5665,5666,2011-08-29,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,48,159,207
889,890,2011-02-09,1,0,2,13,0,3,1,1,0.18,0.1667,0.4,0.2537,2,67,69
1637,1638,2011-03-13,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,55,92,147
16727,16728,2012-12-04,4,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,693,731
6210,6211,2011-09-21,3,0,9,8,0,3,1,2,0.54,0.5152,1.0,0.1045,18,444,462
8011,8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123
14061,14062,2012-08-14,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.19399999999999998,2,9,11
4356,4357,2011-07-05,3,0,7,10,0,2,1,1,0.76,0.6970000000000001,0.52,0.1045,55,84,139
14404,14405,2012-08-28,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395
14606,14607,2012-09-05,3,1,9,19,0,3,1,1,0.74,0.6970000000000001,0.7,0.1642,64,598,662
11476,11477,2012-04-28,2,1,4,9,0,6,0,2,0.38,0.3939,0.37,0.0,45,169,214
15352,15353,2012-10-06,4,1,10,21,0,6,0,1,0.46,0.4545,0.59,0.1343,78,137,215
5182,5183,2011-08-08,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,71,215,286
13393,13394,2012-07-17,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,16,197,213
15780,15781,2012-10-24,4,1,10,17,0,3,1,1,0.66,0.6212,0.47,0.0,87,876,963
7598,7599,2011-11-18,4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,0,22,22
3482,3483,2011-05-30,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,38,65,103
8851,8852,2012-01-09,1,1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,5,64,69
13659,13660,2012-07-28,3,1,7,8,0,6,0,1,0.74,0.6970000000000001,0.66,0.1642,36,127,163
5398,5399,2011-08-17,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280
1179,1180,2011-02-21,1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11
7904,7905,2011-12-01,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20
9020,9021,2012-01-16,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,19,174,193
4834,4835,2011-07-25,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0.0,34,353,387
10105,10106,2012-03-02,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.19399999999999998,0,3,3
9937,9938,2012-02-24,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5
139,140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.19699999999999998,0.69,0.2239,2,5,7
203,204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48
10898,10899,2012-04-04,2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0.0,6,120,126
1034,1035,2011-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145
